Experiment,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Cycle_Time_s,Total_Process_Time_s,Relative_Throughput_cycles_per_hour,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Film_Quality_Score
149,200,1.4,1.0,1.0,5.0,0.086742847318341,8.674284731834108,12.0,1200.0,300.0,1.5,70.0,2.95,0.25,14.999999999999998,0.6941139828024234
150,200,1.4,1.0,1.0,10.0,0.086742847318341,8.674284731834108,22.0,2200.0,163.63636363636363,1.5,70.0,2.95,0.25,14.999999999999998,0.6941139828024234
151,200,1.4,1.0,1.5,2.5,0.0774179912316194,7.741799123161942,7.5,750.0,480.0,2.45,77.5,2.9375,0.34500000000000003,38.0,0.4201027213210865
152,200,1.4,1.0,1.5,5.0,0.0910799896842581,9.107998968425814,12.5,1250.0,288.0,1.65,77.5,2.9375,0.265,18.0,0.6289262507328514
153,200,1.4,1.0,1.5,10.0,0.0910799896842581,9.107998968425814,22.5,2250.0,160.0,1.65,77.5,2.9375,0.265,18.0,0.6289262507328514
154,200,1.4,1.5,0.5,2.5,0.0481895510450248,4.818955104502487,7.0,700.0,514.2857142857143,2.6,70.0,2.9250000000000003,0.36000000000000004,41.0,0.3828219659957008
155,200,1.4,1.5,0.5,5.0,0.0566935894647351,5.669358946473515,12.0,1200.0,300.0,1.8,70.0,2.9250000000000003,0.28,21.0,0.5916454954074655
156,200,1.4,1.5,0.5,10.0,0.0566935894647351,5.669358946473515,22.0,2200.0,163.63636363636363,1.8,70.0,2.9250000000000003,0.28,21.0,0.5916454954074655
157,200,1.4,1.5,1.0,2.5,0.0774179912316194,7.741799123161942,7.5,750.0,480.0,2.45,77.5,2.9375,0.34500000000000003,38.0,0.4201027213210865
158,200,1.4,1.5,1.0,5.0,0.0910799896842581,9.107998968425814,12.5,1250.0,288.0,1.65,77.5,2.9375,0.265,18.0,0.6289262507328514
159,200,1.4,1.5,1.0,10.0,0.0910799896842581,9.107998968425814,22.5,2250.0,160.0,1.65,77.5,2.9375,0.265,18.0,0.6289262507328514
160,200,1.4,1.5,1.5,2.5,0.0812888907932004,8.12888907932004,8.0,800.0,450.0,2.6,85.0,2.9250000000000003,0.36000000000000004,41.0,0.3549149892515147
161,200,1.4,1.5,1.5,5.0,0.095633989168471,9.563398916847106,13.0,1300.0,276.9230769230769,1.8,85.0,2.9250000000000003,0.28,21.0,0.5637385186632794
162,200,1.4,1.5,1.5,10.0,0.095633989168471,9.563398916847106,23.0,2300.0,156.52173913043478,1.8,85.0,2.9250000000000003,0.28,21.0,0.5637385186632794
163,240,0.6,0.5,0.5,2.5,0.0323766734695152,3.2376673469515227,6.0,600.0,600.0,3.3999999999999995,40.0,2.825,0.44,56.0,0.1302325581395349
164,240,0.6,0.5,0.5,5.0,0.0380902040817826,3.8090204081782617,11.0,1100.0,327.27272727272725,2.5999999999999996,40.0,2.825,0.36,36.0,0.3390560875512997
165,240,0.6,0.5,0.5,10.0,0.0380902040817826,3.8090204081782617,21.0,2100.0,171.42857142857142,2.5999999999999996,40.0,2.825,0.36,36.0,0.3390560875512997
166,240,0.6,0.5,1.0,2.5,0.0520141185882808,5.201411858828081,6.5,650.0,553.8461538461538,3.25,47.5,2.8375,0.42500000000000004,53.0,0.16751331346492046
167,240,0.6,0.5,1.0,5.0,0.061193080692095,6.119308069209508,11.5,1150.0,313.0434782608696,2.4499999999999997,47.5,2.8375,0.34500000000000003,33.0,0.37633684287668523
168,240,0.6,0.5,1.0,10.0,0.061193080692095,6.119308069209508,21.5,2150.0,167.4418604651163,2.4499999999999997,47.5,2.8375,0.34500000000000003,33.0,0.37633684287668523
169,240,0.6,0.5,1.5,2.5,0.0546148245176948,5.461482451769485,7.0,700.0,514.2857142857143,3.3999999999999995,55.0,2.825,0.44,56.0,0.10232558139534885
170,240,0.6,0.5,1.5,5.0,0.0642527347266998,6.425273472669983,12.0,1200.0,300.0,2.5999999999999996,55.0,2.825,0.36,36.0,0.3111491108071136
171,240,0.6,0.5,1.5,10.0,0.0642527347266998,6.425273472669983,22.0,2200.0,163.63636363636363,2.5999999999999996,55.0,2.825,0.36,36.0,0.3111491108071136
172,240,0.6,1.0,0.5,2.5,0.0520141185882808,5.201411858828081,6.5,650.0,553.8461538461538,3.25,47.5,2.8375,0.42500000000000004,53.0,0.16751331346492046
173,240,0.6,1.0,0.5,5.0,0.061193080692095,6.119308069209508,11.5,1150.0,313.0434782608696,2.4499999999999997,47.5,2.8375,0.34500000000000003,33.0,0.37633684287668523
174,240,0.6,1.0,0.5,10.0,0.061193080692095,6.119308069209508,21.5,2150.0,167.4418604651163,2.4499999999999997,47.5,2.8375,0.34500000000000003,33.0,0.37633684287668523
175,240,0.6,1.0,1.0,2.5,0.0835622762500019,8.35622762500019,7.0,700.0,514.2857142857143,3.0999999999999996,55.0,2.85,0.41000000000000003,50.0,0.2047940687903067
176,240,0.6,1.0,1.0,5.0,0.0983085602941199,9.83085602941199,12.0,1200.0,300.0,2.3,55.0,2.85,0.33,30.0,0.4136175982020715
177,240,0.6,1.0,1.0,10.0,0.0983085602941199,9.83085602941199,22.0,2200.0,163.63636363636363,2.3,55.0,2.85,0.33,30.0,0.4136175982020715
178,240,0.6,1.0,1.5,2.5,0.087740390062502,8.7740390062502,7.5,750.0,480.0,3.25,62.5,2.8375,0.42500000000000004,53.0,0.13960633672073441
179,240,0.6,1.0,1.5,5.0,0.1032239883088259,10.32239883088259,12.5,1250.0,288.0,2.4499999999999997,62.5,2.8375,0.34500000000000003,33.0,0.34842986613249916
180,240,0.6,1.0,1.5,10.0,0.1032239883088259,10.32239883088259,22.5,2250.0,160.0,2.4499999999999997,62.5,2.8375,0.34500000000000003,33.0,0.34842986613249916
181,240,0.6,1.5,0.5,2.5,0.0546148245176948,5.461482451769485,7.0,700.0,514.2857142857143,3.3999999999999995,55.0,2.825,0.44,56.0,0.10232558139534885
182,240,0.6,1.5,0.5,5.0,0.0642527347266998,6.425273472669983,12.0,1200.0,300.0,2.5999999999999996,55.0,2.825,0.36,36.0,0.3111491108071136
183,240,0.6,1.5,0.5,10.0,0.0642527347266998,6.425273472669983,22.0,2200.0,163.63636363636363,2.5999999999999996,55.0,2.825,0.36,36.0,0.3111491108071136
184,240,0.6,1.5,1.0,2.5,0.087740390062502,8.7740390062502,7.5,750.0,480.0,3.25,62.5,2.8375,0.42500000000000004,53.0,0.13960633672073441
185,240,0.6,1.5,1.0,5.0,0.1032239883088259,10.32239883088259,12.5,1250.0,288.0,2.4499999999999997,62.5,2.8375,0.34500000000000003,33.0,0.34842986613249916
186,240,0.6,1.5,1.0,10.0,0.1032239883088259,10.32239883088259,22.5,2250.0,160.0,2.4499999999999997,62.5,2.8375,0.34500000000000003,33.0,0.34842986613249916
187,240,0.6,1.5,1.5,2.5,0.0921274095656271,9.21274095656271,8.0,800.0,450.0,3.3999999999999995,70.0,2.825,0.44,56.0,0.07441860465116279
188,240,0.6,1.5,1.5,5.0,0.1083851877242672,10.83851877242672,13.0,1300.0,276.9230769230769,2.5999999999999996,70.0,2.825,0.36,36.0,0.28324213406292753
189,240,0.6,1.5,1.5,10.0,0.1083851877242672,10.83851877242672,23.0,2300.0,156.52173913043478,2.5999999999999996,70.0,2.825,0.36,36.0,0.28324213406292753
190,240,1.0,0.5,0.5,2.5,0.037324891297025,3.732489129702506,6.0,600.0,600.0,2.9000000000000004,60.0,2.875,0.39000000000000007,46.0,0.27332787766269273
191,240,1.0,0.5,0.5,5.0,0.0439116368200294,4.391163682002948,11.0,1100.0,327.27272727272725,2.1,60.0,2.875,0.31000000000000005,26.0,0.48215140707445747
192,240,1.0,0.5,0.5,10.0,0.0439116368200294,4.391163682002948,21.0,2100.0,171.42857142857142,2.1,60.0,2.875,0.31000000000000005,26.0,0.48215140707445747
193,240,1.0,0.5,1.0,2.5,0.0599635822391119,5.996358223911199,6.5,650.0,553.8461538461538,2.75,67.5,2.8874999999999997,0.37500000000000006,43.0,0.31060863298807845
194,240,1.0,0.5,1.0,5.0,0.0705453908695435,7.054539086954352,11.5,1150.0,313.0434782608696,1.95,67.5,2.8874999999999997,0.29500000000000004,23.0,0.5194321623998432
195,240,1.0,0.5,1.0,10.0,0.0705453908695435,7.054539086954352,21.5,2150.0,167.4418604651163,1.95,67.5,2.8874999999999997,0.29500000000000004,23.0,0.5194321623998432
196,240,1.0,0.5,1.5,2.5,0.0629617613510676,6.29617613510676,7.0,700.0,514.2857142857143,2.9000000000000004,75.0,2.875,0.39000000000000007,46.0,0.2454209009185067
197,240,1.0,0.5,1.5,5.0,0.0740726604130207,7.40726604130207,12.0,1200.0,300.0,2.1,75.0,2.875,0.31000000000000005,26.0,0.4542444303302715
198,240,1.0,0.5,1.5,10.0,0.0740726604130207,7.40726604130207,22.0,2200.0,163.63636363636363,2.1,75.0,2.875,0.31000000000000005,26.0,0.4542444303302715
199,240,1.0,1.0,0.5,2.5,0.0599635822391119,5.996358223911199,6.5,650.0,553.8461538461538,2.75,67.5,2.8874999999999997,0.37500000000000006,43.0,0.31060863298807845
200,240,1.0,1.0,0.5,5.0,0.0705453908695435,7.054539086954352,11.5,1150.0,313.0434782608696,1.95,67.5,2.8874999999999997,0.29500000000000004,23.0,0.5194321623998432
201,240,1.0,1.0,0.5,10.0,0.0705453908695435,7.054539086954352,21.5,2150.0,167.4418604651163,1.95,67.5,2.8874999999999997,0.29500000000000004,23.0,0.5194321623998432
202,240,1.0,1.0,1.0,2.5,0.0963333333333333,9.633333333333336,7.0,700.0,514.2857142857143,2.6,75.0,2.9,0.36000000000000004,40.0,0.34788938831346466
203,240,1.0,1.0,1.0,5.0,0.1133333333333333,11.333333333333334,12.0,1200.0,300.0,1.8,75.0,2.9,0.28,20.0,0.5567129177252294
204,240,1.0,1.0,1.0,10.0,0.1133333333333333,11.333333333333334,22.0,2200.0,163.63636363636363,1.8,75.0,2.9,0.28,20.0,0.5567129177252294
205,240,1.0,1.0,1.5,2.5,0.10115,10.115,7.5,750.0,480.0,2.75,82.5,2.8874999999999997,0.37500000000000006,43.0,0.2827016562438924
206,240,1.0,1.0,1.5,5.0,0.119,11.9,12.5,1250.0,288.0,1.95,82.5,2.8874999999999997,0.29500000000000004,23.0,0.4915251856556571
207,240,1.0,1.0,1.5,10.0,0.119,11.9,22.5,2250.0,160.0,1.95,82.5,2.8874999999999997,0.29500000000000004,23.0,0.4915251856556571
208,240,1.0,1.5,0.5,2.5,0.0629617613510676,6.29617613510676,7.0,700.0,514.2857142857143,2.9000000000000004,75.0,2.875,0.39000000000000007,46.0,0.2454209009185067
209,240,1.0,1.5,0.5,5.0,0.0740726604130207,7.40726604130207,12.0,1200.0,300.0,2.1,75.0,2.875,0.31000000000000005,26.0,0.4542444303302715
210,240,1.0,1.5,0.5,10.0,0.0740726604130207,7.40726604130207,22.0,2200.0,163.63636363636363,2.1,75.0,2.875,0.31000000000000005,26.0,0.4542444303302715
211,240,1.0,1.5,1.0,2.5,0.10115,10.115,7.5,750.0,480.0,2.75,82.5,2.8874999999999997,0.37500000000000006,43.0,0.2827016562438924
212,240,1.0,1.5,1.0,5.0,0.119,11.9,12.5,1250.0,288.0,1.95,82.5,2.8874999999999997,0.29500000000000004,23.0,0.4915251856556571
213,240,1.0,1.5,1.0,10.0,0.119,11.9,22.5,2250.0,160.0,1.95,82.5,2.8874999999999997,0.29500000000000004,23.0,0.4915251856556571
214,240,1.0,1.5,1.5,2.5,0.1062075,10.62075,8.0,800.0,450.0,2.9000000000000004,90.0,2.875,0.39000000000000007,46.0,0.21751392417432064
215,240,1.0,1.5,1.5,5.0,0.12495,12.495000000000005,13.0,1300.0,276.9230769230769,2.1,90.0,2.875,0.31000000000000005,26.0,0.42633745358608544
216,240,1.0,1.5,1.5,10.0,0.12495,12.495000000000005,23.0,2300.0,156.52173913043478,2.1,90.0,2.875,0.31000000000000005,26.0,0.42633745358608544
217,240,1.4,0.5,0.5,2.5,0.0323766734695152,3.2376673469515227,6.0,600.0,600.0,3.3999999999999995,80.0,2.825,0.44,56.0,0.05581395348837209
218,240,1.4,0.5,0.5,5.0,0.0380902040817826,3.809020408178263,11.0,1100.0,327.27272727272725,2.5999999999999996,80.0,2.825,0.36,36.0,0.26463748290013683
219,240,1.4,0.5,0.5,10.0,0.0380902040817826,3.809020408178263,21.0,2100.0,171.42857142857142,2.5999999999999996,80.0,2.825,0.36,36.0,0.26463748290013683
220,240,1.4,0.5,1.0,2.5,0.0520141185882808,5.201411858828082,6.5,650.0,553.8461538461538,3.25,87.5,2.8375,0.42500000000000004,53.0,0.09309470881375768
221,240,1.4,0.5,1.0,5.0,0.061193080692095,6.119308069209508,11.5,1150.0,313.0434782608696,2.4499999999999997,87.5,2.8375,0.34500000000000003,33.0,0.30191823822552244
222,240,1.4,0.5,1.0,10.0,0.061193080692095,6.119308069209508,21.5,2150.0,167.4418604651163,2.4499999999999997,87.5,2.8375,0.34500000000000003,33.0,0.30191823822552244
223,240,1.4,0.5,1.5,2.5,0.0546148245176948,5.461482451769485,7.0,700.0,514.2857142857143,3.3999999999999995,95.0,2.825,0.44,56.0,0.027906976744186046
224,240,1.4,0.5,1.5,5.0,0.0642527347266998,6.425273472669983,12.0,1200.0,300.0,2.5999999999999996,95.0,2.825,0.36,36.0,0.23673050615595076
225,240,1.4,0.5,1.5,10.0,0.0642527347266998,6.425273472669983,22.0,2200.0,163.63636363636363,2.5999999999999996,95.0,2.825,0.36,36.0,0.23673050615595076
226,240,1.4,1.0,0.5,2.5,0.0520141185882808,5.201411858828082,6.5,650.0,553.8461538461538,3.25,87.5,2.8375,0.42500000000000004,53.0,0.09309470881375768
227,240,1.4,1.0,0.5,5.0,0.061193080692095,6.119308069209508,11.5,1150.0,313.0434782608696,2.4499999999999997,87.5,2.8375,0.34500000000000003,33.0,0.30191823822552244
228,240,1.4,1.0,0.5,10.0,0.061193080692095,6.119308069209508,21.5,2150.0,167.4418604651163,2.4499999999999997,87.5,2.8375,0.34500000000000003,33.0,0.30191823822552244
229,240,1.4,1.0,1.0,2.5,0.0835622762500019,8.356227625000193,7.0,700.0,514.2857142857143,3.0999999999999996,95.0,2.85,0.41000000000000003,50.0,0.13037546413914392
230,240,1.4,1.0,1.0,5.0,0.0983085602941199,9.830856029411992,12.0,1200.0,300.0,2.3,95.0,2.85,0.33,30.0,0.33919899355090866
231,240,1.4,1.0,1.0,10.0,0.0983085602941199,9.830856029411992,22.0,2200.0,163.63636363636363,2.3,95.0,2.85,0.33,30.0,0.33919899355090866
232,240,1.4,1.0,1.5,2.5,0.087740390062502,8.774039006250202,7.5,750.0,480.0,3.25,102.5,2.8375,0.42500000000000004,53.0,0.06518773206957164
233,240,1.4,1.0,1.5,5.0,0.1032239883088259,10.322398830882593,12.5,1250.0,288.0,2.4499999999999997,102.5,2.8375,0.34500000000000003,33.0,0.2740112614813364
234,240,1.4,1.0,1.5,10.0,0.1032239883088259,10.322398830882593,22.5,2250.0,160.0,2.4499999999999997,102.5,2.8375,0.34500000000000003,33.0,0.2740112614813364
235,240,1.4,1.5,0.5,2.5,0.0546148245176948,5.461482451769485,7.0,700.0,514.2857142857143,3.3999999999999995,95.0,2.825,0.44,56.0,0.027906976744186046
236,240,1.4,1.5,0.5,5.0,0.0642527347266998,6.425273472669983,12.0,1200.0,300.0,2.5999999999999996,95.0,2.825,0.36,36.0,0.23673050615595076
237,240,1.4,1.5,0.5,10.0,0.0642527347266998,6.425273472669983,22.0,2200.0,163.63636363636363,2.5999999999999996,95.0,2.825,0.36,36.0,0.23673050615595076
238,240,1.4,1.5,1.0,2.5,0.087740390062502,8.774039006250202,7.5,750.0,480.0,3.25,102.5,2.8375,0.42500000000000004,53.0,0.06518773206957164
239,240,1.4,1.5,1.0,5.0,0.1032239883088259,10.322398830882593,12.5,1250.0,288.0,2.4499999999999997,102.5,2.8375,0.34500000000000003,33.0,0.2740112614813364
240,240,1.4,1.5,1.0,10.0,0.1032239883088259,10.322398830882593,22.5,2250.0,160.0,2.4499999999999997,102.5,2.8375,0.34500000000000003,33.0,0.2740112614813364
241,240,1.4,1.5,1.5,2.5,0.0921274095656271,9.212740956562712,8.0,800.0,450.0,3.3999999999999995,110.0,2.825,0.44,56.0,0.0
242,240,1.4,1.5,1.5,5.0,0.1083851877242672,10.83851877242672,13.0,1300.0,276.9230769230769,2.5999999999999996,110.0,2.825,0.36,36.0,0.20882352941176474
243,240,1.4,1.5,1.5,10.0,0.1083851877242672,10.83851877242672,23.0,2300.0,156.52173913043478,2.5999999999999996,110.0,2.825,0.36,36.0,0.20882352941176474
